year,year_annotation,race,race_annotation,number,income,percent
1972,21,ALL RACES,NA,68251,under 15 000,12.4
1972,21,ALL RACES,NA,68251,15 000 to 24 999,10.3
1972,21,ALL RACES,NA,68251,25 000 to 34 999,10
1972,21,ALL RACES,NA,68251,35 000 to 49 999,14.7
1972,21,ALL RACES,NA,68251,50 000 to 74 999,22.4
1972,21,ALL RACES,NA,68251,75 000 to 99 999,14.7
1972,21,ALL RACES,NA,68251,100 000 to 149 999,10.9
1972,21,ALL RACES,NA,68251,150 000 to 199 999,2.7
1972,21,ALL RACES,NA,68251,200 000 and over,1.8
1971,22,ALL RACES,NA,66676,under 15 000,13.3
1971,22,ALL RACES,NA,66676,15 000 to 24 999,10.2
1971,22,ALL RACES,NA,66676,25 000 to 34 999,10.6
1971,22,ALL RACES,NA,66676,35 000 to 49 999,15.2
1971,22,ALL RACES,NA,66676,50 000 to 74 999,23.5
1971,22,ALL RACES,NA,66676,75 000 to 99 999,13.9
1971,22,ALL RACES,NA,66676,100 000 to 149 999,9.7
1971,22,ALL RACES,NA,66676,150 000 to 199 999,2.2
1971,22,ALL RACES,NA,66676,200 000 and over,1.4
1970,NA,ALL RACES,NA,64778,under 15 000,13.3
1970,NA,ALL RACES,NA,64778,15 000 to 24 999,10.1
1970,NA,ALL RACES,NA,64778,25 000 to 34 999,9.7
1970,NA,ALL RACES,NA,64778,35 000 to 49 999,15.7
1970,NA,ALL RACES,NA,64778,50 000 to 74 999,24.1
1970,NA,ALL RACES,NA,64778,75 000 to 99 999,13.7
1970,NA,ALL RACES,NA,64778,100 000 to 149 999,9.9
1970,NA,ALL RACES,NA,64778,150 000 to 199 999,2.2
1970,NA,ALL RACES,NA,64778,200 000 and over,1.4
1969,NA,ALL RACES,NA,63401,under 15 000,13.2
1969,NA,ALL RACES,NA,63401,15 000 to 24 999,9.9
1969,NA,ALL RACES,NA,63401,25 000 to 34 999,9.4
1969,NA,ALL RACES,NA,63401,35 000 to 49 999,16
1969,NA,ALL RACES,NA,63401,50 000 to 74 999,24.3
1969,NA,ALL RACES,NA,63401,75 000 to 99 999,14.2
1969,NA,ALL RACES,NA,63401,100 000 to 149 999,9.4
1969,NA,ALL RACES,NA,63401,150 000 to 199 999,2.2
1969,NA,ALL RACES,NA,63401,200 000 and over,1.3
1968,NA,ALL RACES,NA,62214,under 15 000,13.4
1968,NA,ALL RACES,NA,62214,15 000 to 24 999,10.1
1968,NA,ALL RACES,NA,62214,25 000 to 34 999,10.4
1968,NA,ALL RACES,NA,62214,35 000 to 49 999,16.5
1968,NA,ALL RACES,NA,62214,50 000 to 74 999,24.8
1968,NA,ALL RACES,NA,62214,75 000 to 99 999,13.7
1968,NA,ALL RACES,NA,62214,100 000 to 149 999,8.2
1968,NA,ALL RACES,NA,62214,150 000 to 199 999,1.8
1968,NA,ALL RACES,NA,62214,200 000 and over,1.1
1967,23,ALL RACES,NA,60813,under 15 000,14.8
1967,23,ALL RACES,NA,60813,15 000 to 24 999,10.2
1967,23,ALL RACES,NA,60813,25 000 to 34 999,10.9
1967,23,ALL RACES,NA,60813,35 000 to 49 999,16.8
1967,23,ALL RACES,NA,60813,50 000 to 74 999,24.8
1967,23,ALL RACES,NA,60813,75 000 to 99 999,11.9
1967,23,ALL RACES,NA,60813,100 000 to 149 999,7.7
1967,23,ALL RACES,NA,60813,150 000 to 199 999,1.7
1967,23,ALL RACES,NA,60813,200 000 and over,1.2
2019,NA,WHITE ALONE,24,100568,under 15 000,7.8
2019,NA,WHITE ALONE,24,100568,15 000 to 24 999,7.5
2019,NA,WHITE ALONE,24,100568,25 000 to 34 999,8
2019,NA,WHITE ALONE,24,100568,35 000 to 49 999,11.5
2019,NA,WHITE ALONE,24,100568,50 000 to 74 999,16.7
2019,NA,WHITE ALONE,24,100568,75 000 to 99 999,12.7
2019,NA,WHITE ALONE,24,100568,100 000 to 149 999,16.3
2019,NA,WHITE ALONE,24,100568,150 000 to 199 999,8.7
2019,NA,WHITE ALONE,24,100568,200 000 and over,10.8
2018,NA,WHITE ALONE,24,100528,under 15 000,8.5
2018,NA,WHITE ALONE,24,100528,15 000 to 24 999,8.3
2018,NA,WHITE ALONE,24,100528,25 000 to 34 999,8.4
2018,NA,WHITE ALONE,24,100528,35 000 to 49 999,11.8
2018,NA,WHITE ALONE,24,100528,50 000 to 74 999,17.3
2018,NA,WHITE ALONE,24,100528,75 000 to 99 999,13.1
2018,NA,WHITE ALONE,24,100528,100 000 to 149 999,15.7
2018,NA,WHITE ALONE,24,100528,150 000 to 199 999,7.6
2018,NA,WHITE ALONE,24,100528,200 000 and over,9.3
2017,2,WHITE ALONE,24,100113,under 15 000,8.5
2017,2,WHITE ALONE,24,100113,15 000 to 24 999,8.6
2017,2,WHITE ALONE,24,100113,25 000 to 34 999,8.9
2017,2,WHITE ALONE,24,100113,35 000 to 49 999,11.9
2017,2,WHITE ALONE,24,100113,50 000 to 74 999,16.6
2017,2,WHITE ALONE,24,100113,75 000 to 99 999,12.8
2017,2,WHITE ALONE,24,100113,100 000 to 149 999,15.5
2017,2,WHITE ALONE,24,100113,150 000 to 199 999,7.7
2017,2,WHITE ALONE,24,100113,200 000 and over,9.4
2017,NA,WHITE ALONE,24,100065,under 15 000,8.6
2017,NA,WHITE ALONE,24,100065,15 000 to 24 999,8.7
2017,NA,WHITE ALONE,24,100065,25 000 to 34 999,8.9
2017,NA,WHITE ALONE,24,100065,35 000 to 49 999,11.7
2017,NA,WHITE ALONE,24,100065,50 000 to 74 999,16.5
2017,NA,WHITE ALONE,24,100065,75 000 to 99 999,12.9
2017,NA,WHITE ALONE,24,100065,100 000 to 149 999,15.7
2017,NA,WHITE ALONE,24,100065,150 000 to 199 999,8
2017,NA,WHITE ALONE,24,100065,200 000 and over,9
2016,NA,WHITE ALONE,24,99400,under 15 000,8.9
2016,NA,WHITE ALONE,24,99400,15 000 to 24 999,8.6
2016,NA,WHITE ALONE,24,99400,25 000 to 34 999,8.9
2016,NA,WHITE ALONE,24,99400,35 000 to 49 999,12.3
2016,NA,WHITE ALONE,24,99400,50 000 to 74 999,16.8
2016,NA,WHITE ALONE,24,99400,75 000 to 99 999,12.5
2016,NA,WHITE ALONE,24,99400,100 000 to 149 999,15.9
2016,NA,WHITE ALONE,24,99400,150 000 to 199 999,7.5
2016,NA,WHITE ALONE,24,99400,200 000 and over,8.5
2015,NA,WHITE ALONE,24,99313,under 15 000,8.9
2015,NA,WHITE ALONE,24,99313,15 000 to 24 999,9.5
2015,NA,WHITE ALONE,24,99313,25 000 to 34 999,9.4
2015,NA,WHITE ALONE,24,99313,35 000 to 49 999,12.2
2015,NA,WHITE ALONE,24,99313,50 000 to 74 999,16.3
2015,NA,WHITE ALONE,24,99313,75 000 to 99 999,12.9
2015,NA,WHITE ALONE,24,99313,100 000 to 149 999,15.8
2015,NA,WHITE ALONE,24,99313,150 000 to 199 999,7.4
2015,NA,WHITE ALONE,24,99313,200 000 and over,7.6
2014,NA,WHITE ALONE,24,98679,under 15 000,9.9
2014,NA,WHITE ALONE,24,98679,15 000 to 24 999,10.1
2014,NA,WHITE ALONE,24,98679,25 000 to 34 999,9.3
2014,NA,WHITE ALONE,24,98679,35 000 to 49 999,12.5
2014,NA,WHITE ALONE,24,98679,50 000 to 74 999,16.8
2014,NA,WHITE ALONE,24,98679,75 000 to 99 999,12.7
2014,NA,WHITE ALONE,24,98679,100 000 to 149 999,14.7
2014,NA,WHITE ALONE,24,98679,150 000 to 199 999,6.9
2014,NA,WHITE ALONE,24,98679,200 000 and over,7.3
2013,3,WHITE ALONE,24,98807,under 15 000,9.8
2013,3,WHITE ALONE,24,98807,15 000 to 24 999,10
2013,3,WHITE ALONE,24,98807,25 000 to 34 999,9.2
2013,3,WHITE ALONE,24,98807,35 000 to 49 999,12.4
2013,3,WHITE ALONE,24,98807,50 000 to 74 999,17
2013,3,WHITE ALONE,24,98807,75 000 to 99 999,12.7
2013,3,WHITE ALONE,24,98807,100 000 to 149 999,14.5
2013,3,WHITE ALONE,24,98807,150 000 to 199 999,7.1
2013,3,WHITE ALONE,24,98807,200 000 and over,7.3
2013,4,WHITE ALONE,24,97774,under 15 000,9.7
2013,4,WHITE ALONE,24,97774,15 000 to 24 999,9.9
2013,4,WHITE ALONE,24,97774,25 000 to 34 999,9.5
2013,4,WHITE ALONE,24,97774,35 000 to 49 999,12.9
2013,4,WHITE ALONE,24,97774,50 000 to 74 999,17.3
2013,4,WHITE ALONE,24,97774,75 000 to 99 999,13.2
2013,4,WHITE ALONE,24,97774,100 000 to 149 999,14.3
2013,4,WHITE ALONE,24,97774,150 000 to 199 999,6.7
2013,4,WHITE ALONE,24,97774,200 000 and over,6.4
2012,NA,WHITE ALONE,24,97705,under 15 000,9.6
2012,NA,WHITE ALONE,24,97705,15 000 to 24 999,10.2
2012,NA,WHITE ALONE,24,97705,25 000 to 34 999,10
2012,NA,WHITE ALONE,24,97705,35 000 to 49 999,12.5
2012,NA,WHITE ALONE,24,97705,50 000 to 74 999,17.6
2012,NA,WHITE ALONE,24,97705,75 000 to 99 999,12.6
2012,NA,WHITE ALONE,24,97705,100 000 to 149 999,14.6
2012,NA,WHITE ALONE,24,97705,150 000 to 199 999,6.7
2012,NA,WHITE ALONE,24,97705,200 000 and over,6.3
2011,NA,WHITE ALONE,24,96964,under 15 000,9.8
2011,NA,WHITE ALONE,24,96964,15 000 to 24 999,9.6
2011,NA,WHITE ALONE,24,96964,25 000 to 34 999,10.1
2011,NA,WHITE ALONE,24,96964,35 000 to 49 999,13.1
2011,NA,WHITE ALONE,24,96964,50 000 to 74 999,17.6
2011,NA,WHITE ALONE,24,96964,75 000 to 99 999,12.4
2011,NA,WHITE ALONE,24,96964,100 000 to 149 999,14.5
2011,NA,WHITE ALONE,24,96964,150 000 to 199 999,6.6
2011,NA,WHITE ALONE,24,96964,200 000 and over,6.2
2010,5,WHITE ALONE,24,96306,under 15 000,9.4
2010,5,WHITE ALONE,24,96306,15 000 to 24 999,10.4
2010,5,WHITE ALONE,24,96306,25 000 to 34 999,9.2
2010,5,WHITE ALONE,24,96306,35 000 to 49 999,13.2
2010,5,WHITE ALONE,24,96306,50 000 to 74 999,17.1
2010,5,WHITE ALONE,24,96306,75 000 to 99 999,12.8
2010,5,WHITE ALONE,24,96306,100 000 to 149 999,15
2010,5,WHITE ALONE,24,96306,150 000 to 199 999,6.6
2010,5,WHITE ALONE,24,96306,200 000 and over,6.3
2009,6,WHITE ALONE,24,95489,under 15 000,8.9
2009,6,WHITE ALONE,24,95489,15 000 to 24 999,9.6
2009,6,WHITE ALONE,24,95489,25 000 to 34 999,9.5
2009,6,WHITE ALONE,24,95489,35 000 to 49 999,13.1
2009,6,WHITE ALONE,24,95489,50 000 to 74 999,17.8
2009,6,WHITE ALONE,24,95489,75 000 to 99 999,12.9
2009,6,WHITE ALONE,24,95489,100 000 to 149 999,15.2
2009,6,WHITE ALONE,24,95489,150 000 to 199 999,6.7
2009,6,WHITE ALONE,24,95489,200 000 and over,6.4
2008,NA,WHITE ALONE,24,95297,under 15 000,9
2008,NA,WHITE ALONE,24,95297,15 000 to 24 999,9.7
2008,NA,WHITE ALONE,24,95297,25 000 to 34 999,9.1
2008,NA,WHITE ALONE,24,95297,35 000 to 49 999,13.2
2008,NA,WHITE ALONE,24,95297,50 000 to 74 999,17.2
2008,NA,WHITE ALONE,24,95297,75 000 to 99 999,13
2008,NA,WHITE ALONE,24,95297,100 000 to 149 999,15.8
2008,NA,WHITE ALONE,24,95297,150 000 to 199 999,6.6
2008,NA,WHITE ALONE,24,95297,200 000 and over,6.4
2007,NA,WHITE ALONE,24,95112,under 15 000,8.4
2007,NA,WHITE ALONE,24,95112,15 000 to 24 999,9.6
2007,NA,WHITE ALONE,24,95112,25 000 to 34 999,8.9
2007,NA,WHITE ALONE,24,95112,35 000 to 49 999,12.6
2007,NA,WHITE ALONE,24,95112,50 000 to 74 999,17.5
2007,NA,WHITE ALONE,24,95112,75 000 to 99 999,13
2007,NA,WHITE ALONE,24,95112,100 000 to 149 999,16.1
2007,NA,WHITE ALONE,24,95112,150 000 to 199 999,7.1
2007,NA,WHITE ALONE,24,95112,200 000 and over,6.9
2006,NA,WHITE ALONE,24,94705,under 15 000,8.1
2006,NA,WHITE ALONE,24,94705,15 000 to 24 999,9.1
2006,NA,WHITE ALONE,24,94705,25 000 to 34 999,9.2
2006,NA,WHITE ALONE,24,94705,35 000 to 49 999,12.9
2006,NA,WHITE ALONE,24,94705,50 000 to 74 999,17.7
2006,NA,WHITE ALONE,24,94705,75 000 to 99 999,13.2
2006,NA,WHITE ALONE,24,94705,100 000 to 149 999,15.8
2006,NA,WHITE ALONE,24,94705,150 000 to 199 999,7
2006,NA,WHITE ALONE,24,94705,200 000 and over,7
2005,NA,WHITE ALONE,24,93588,under 15 000,8.6
2005,NA,WHITE ALONE,24,93588,15 000 to 24 999,9.3
2005,NA,WHITE ALONE,24,93588,25 000 to 34 999,9.3
2005,NA,WHITE ALONE,24,93588,35 000 to 49 999,12.7
2005,NA,WHITE ALONE,24,93588,50 000 to 74 999,17.7
2005,NA,WHITE ALONE,24,93588,75 000 to 99 999,13.4
2005,NA,WHITE ALONE,24,93588,100 000 to 149 999,15.4
2005,NA,WHITE ALONE,24,93588,150 000 to 199 999,6.9
2005,NA,WHITE ALONE,24,93588,200 000 and over,6.6
2004,7,WHITE ALONE,24,92880,under 15 000,8.8
2004,7,WHITE ALONE,24,92880,15 000 to 24 999,9.4
2004,7,WHITE ALONE,24,92880,25 000 to 34 999,9.6
2004,7,WHITE ALONE,24,92880,35 000 to 49 999,12.6
2004,7,WHITE ALONE,24,92880,50 000 to 74 999,17.6
2004,7,WHITE ALONE,24,92880,75 000 to 99 999,13
2004,7,WHITE ALONE,24,92880,100 000 to 149 999,15.8
2004,7,WHITE ALONE,24,92880,150 000 to 199 999,6.7
2004,7,WHITE ALONE,24,92880,200 000 and over,6.5
2003,NA,WHITE ALONE,24,91962,under 15 000,8.7
2003,NA,WHITE ALONE,24,91962,15 000 to 24 999,9.3
2003,NA,WHITE ALONE,24,91962,25 000 to 34 999,9.5
2003,NA,WHITE ALONE,24,91962,35 000 to 49 999,12.5
2003,NA,WHITE ALONE,24,91962,50 000 to 74 999,17.5
2003,NA,WHITE ALONE,24,91962,75 000 to 99 999,13
2003,NA,WHITE ALONE,24,91962,100 000 to 149 999,16.1
2003,NA,WHITE ALONE,24,91962,150 000 to 199 999,6.7
2003,NA,WHITE ALONE,24,91962,200 000 and over,6.6
2002,NA,WHITE ALONE,24,91645,under 15 000,8.6
2002,NA,WHITE ALONE,24,91645,15 000 to 24 999,9.4
2002,NA,WHITE ALONE,24,91645,25 000 to 34 999,8.9
2002,NA,WHITE ALONE,24,91645,35 000 to 49 999,13
2002,NA,WHITE ALONE,24,91645,50 000 to 74 999,17.5
2002,NA,WHITE ALONE,24,91645,75 000 to 99 999,13.1
2002,NA,WHITE ALONE,24,91645,100 000 to 149 999,16.5
2002,NA,WHITE ALONE,24,91645,150 000 to 199 999,6.6
2002,NA,WHITE ALONE,24,91645,200 000 and over,6.3
2001,NA,WHITE,25,90682,under 15 000,8.3
2001,NA,WHITE,25,90682,15 000 to 24 999,9.4
2001,NA,WHITE,25,90682,25 000 to 34 999,8.9
2001,NA,WHITE,25,90682,35 000 to 49 999,12.7
2001,NA,WHITE,25,90682,50 000 to 74 999,17.9
2001,NA,WHITE,25,90682,75 000 to 99 999,13.2
2001,NA,WHITE,25,90682,100 000 to 149 999,16.3
2001,NA,WHITE,25,90682,150 000 to 199 999,6.7
2001,NA,WHITE,25,90682,200 000 and over,6.8
2000,8,WHITE,25,90030,under 15 000,8
2000,8,WHITE,25,90030,15 000 to 24 999,9
2000,8,WHITE,25,90030,25 000 to 34 999,8.6
2000,8,WHITE,25,90030,35 000 to 49 999,13
2000,8,WHITE,25,90030,50 000 to 74 999,17.7
2000,8,WHITE,25,90030,75 000 to 99 999,13.6
2000,8,WHITE,25,90030,100 000 to 149 999,16.2
2000,8,WHITE,25,90030,150 000 to 199 999,7.2
2000,8,WHITE,25,90030,200 000 and over,6.6
1999,9,WHITE,25,88893,under 15 000,7.6
1999,9,WHITE,25,88893,15 000 to 24 999,9.3
1999,9,WHITE,25,88893,25 000 to 34 999,9
1999,9,WHITE,25,88893,35 000 to 49 999,12.9
1999,9,WHITE,25,88893,50 000 to 74 999,17.7
1999,9,WHITE,25,88893,75 000 to 99 999,13.6
1999,9,WHITE,25,88893,100 000 to 149 999,16.4
1999,9,WHITE,25,88893,150 000 to 199 999,6.9
1999,9,WHITE,25,88893,200 000 and over,6.7
1998,NA,WHITE,25,87212,under 15 000,8.2
1998,NA,WHITE,25,87212,15 000 to 24 999,9.3
1998,NA,WHITE,25,87212,25 000 to 34 999,9
1998,NA,WHITE,25,87212,35 000 to 49 999,12.9
1998,NA,WHITE,25,87212,50 000 to 74 999,17.7
1998,NA,WHITE,25,87212,75 000 to 99 999,14.2
1998,NA,WHITE,25,87212,100 000 to 149 999,16
1998,NA,WHITE,25,87212,150 000 to 199 999,6.6
1998,NA,WHITE,25,87212,200 000 and over,6
1997,NA,WHITE,25,86106,under 15 000,8.8
1997,NA,WHITE,25,86106,15 000 to 24 999,9.8
1997,NA,WHITE,25,86106,25 000 to 34 999,9.2
1997,NA,WHITE,25,86106,35 000 to 49 999,13
1997,NA,WHITE,25,86106,50 000 to 74 999,18.2
1997,NA,WHITE,25,86106,75 000 to 99 999,13.8
1997,NA,WHITE,25,86106,100 000 to 149 999,15.5
1997,NA,WHITE,25,86106,150 000 to 199 999,6.1
1997,NA,WHITE,25,86106,200 000 and over,5.6
1996,NA,WHITE,25,85059,under 15 000,9
1996,NA,WHITE,25,85059,15 000 to 24 999,10.1
1996,NA,WHITE,25,85059,25 000 to 34 999,9.4
1996,NA,WHITE,25,85059,35 000 to 49 999,13.5
1996,NA,WHITE,25,85059,50 000 to 74 999,18.2
1996,NA,WHITE,25,85059,75 000 to 99 999,14
1996,NA,WHITE,25,85059,100 000 to 149 999,15.1
1996,NA,WHITE,25,85059,150 000 to 199 999,5.7
1996,NA,WHITE,25,85059,200 000 and over,5
1995,10,WHITE,25,84511,under 15 000,9
1995,10,WHITE,25,84511,15 000 to 24 999,10
1995,10,WHITE,25,84511,25 000 to 34 999,10
1995,10,WHITE,25,84511,35 000 to 49 999,13
1995,10,WHITE,25,84511,50 000 to 74 999,19.1
1995,10,WHITE,25,84511,75 000 to 99 999,13.8
1995,10,WHITE,25,84511,100 000 to 149 999,14.9
1995,10,WHITE,25,84511,150 000 to 199 999,5.5
1995,10,WHITE,25,84511,200 000 and over,4.7
1994,11,WHITE,25,83737,under 15 000,9.6
1994,11,WHITE,25,83737,15 000 to 24 999,10.3
1994,11,WHITE,25,83737,25 000 to 34 999,9.9
1994,11,WHITE,25,83737,35 000 to 49 999,13.4
1994,11,WHITE,25,83737,50 000 to 74 999,18.9
1994,11,WHITE,25,83737,75 000 to 99 999,13.2
1994,11,WHITE,25,83737,100 000 to 149 999,14.7
1994,11,WHITE,25,83737,150 000 to 199 999,5.4
1994,11,WHITE,25,83737,200 000 and over,4.6
1993,12,WHITE,25,82387,under 15 000,9.9
1993,12,WHITE,25,82387,15 000 to 24 999,10.1
1993,12,WHITE,25,82387,25 000 to 34 999,9.8
1993,12,WHITE,25,82387,35 000 to 49 999,13.7
1993,12,WHITE,25,82387,50 000 to 74 999,19
1993,12,WHITE,25,82387,75 000 to 99 999,13.7
1993,12,WHITE,25,82387,100 000 to 149 999,14.2
1993,12,WHITE,25,82387,150 000 to 199 999,5.2
1993,12,WHITE,25,82387,200 000 and over,4.2
1992,13,WHITE,25,81795,under 15 000,9.8
1992,13,WHITE,25,81795,15 000 to 24 999,10.1
1992,13,WHITE,25,81795,25 000 to 34 999,10
1992,13,WHITE,25,81795,35 000 to 49 999,13.6
1992,13,WHITE,25,81795,50 000 to 74 999,19.2
1992,13,WHITE,25,81795,75 000 to 99 999,14.2
1992,13,WHITE,25,81795,100 000 to 149 999,14.3
1992,13,WHITE,25,81795,150 000 to 199 999,5.1
1992,13,WHITE,25,81795,200 000 and over,3.7
1991,NA,WHITE,25,81675,under 15 000,9.7
1991,NA,WHITE,25,81675,15 000 to 24 999,9.9
1991,NA,WHITE,25,81675,25 000 to 34 999,9.6
1991,NA,WHITE,25,81675,35 000 to 49 999,14
1991,NA,WHITE,25,81675,50 000 to 74 999,19.5
1991,NA,WHITE,25,81675,75 000 to 99 999,14
1991,NA,WHITE,25,81675,100 000 to 149 999,14.5
1991,NA,WHITE,25,81675,150 000 to 199 999,5.1
1991,NA,WHITE,25,81675,200 000 and over,3.6
1990,NA,WHITE,25,80968,under 15 000,9.2
1990,NA,WHITE,25,80968,15 000 to 24 999,9.7
1990,NA,WHITE,25,80968,25 000 to 34 999,9.4
1990,NA,WHITE,25,80968,35 000 to 49 999,14
1990,NA,WHITE,25,80968,50 000 to 74 999,19.9
1990,NA,WHITE,25,80968,75 000 to 99 999,14.2
1990,NA,WHITE,25,80968,100 000 to 149 999,14.6
1990,NA,WHITE,25,80968,150 000 to 199 999,5
1990,NA,WHITE,25,80968,200 000 and over,3.9
1989,NA,WHITE,25,80163,under 15 000,9
1989,NA,WHITE,25,80163,15 000 to 24 999,9.6
1989,NA,WHITE,25,80163,25 000 to 34 999,9.4
1989,NA,WHITE,25,80163,35 000 to 49 999,13.3
1989,NA,WHITE,25,80163,50 000 to 74 999,19.6
1989,NA,WHITE,25,80163,75 000 to 99 999,14.5
1989,NA,WHITE,25,80163,100 000 to 149 999,15
1989,NA,WHITE,25,80163,150 000 to 199 999,5.4
1989,NA,WHITE,25,80163,200 000 and over,4.2
1988,NA,WHITE,25,79734,under 15 000,9.6
1988,NA,WHITE,25,79734,15 000 to 24 999,9
1988,NA,WHITE,25,79734,25 000 to 34 999,9.8
1988,NA,WHITE,25,79734,35 000 to 49 999,13
1988,NA,WHITE,25,79734,50 000 to 74 999,20
1988,NA,WHITE,25,79734,75 000 to 99 999,14.6
1988,NA,WHITE,25,79734,100 000 to 149 999,15.1
1988,NA,WHITE,25,79734,150 000 to 199 999,5.1
1988,NA,WHITE,25,79734,200 000 and over,3.8
1987,14,WHITE,25,78519,under 15 000,9.7
1987,14,WHITE,25,78519,15 000 to 24 999,9.5
1987,14,WHITE,25,78519,25 000 to 34 999,9.7
1987,14,WHITE,25,78519,35 000 to 49 999,13.5
1987,14,WHITE,25,78519,50 000 to 74 999,19.5
1987,14,WHITE,25,78519,75 000 to 99 999,15
1987,14,WHITE,25,78519,100 000 to 149 999,14.8
1987,14,WHITE,25,78519,150 000 to 199 999,4.9
1987,14,WHITE,25,78519,200 000 and over,3.5
1986,NA,WHITE,25,77284,under 15 000,10.3
1986,NA,WHITE,25,77284,15 000 to 24 999,9.5
1986,NA,WHITE,25,77284,25 000 to 34 999,9.7
1986,NA,WHITE,25,77284,35 000 to 49 999,13.6
1986,NA,WHITE,25,77284,50 000 to 74 999,19.9
1986,NA,WHITE,25,77284,75 000 to 99 999,14.5
1986,NA,WHITE,25,77284,100 000 to 149 999,14.5
1986,NA,WHITE,25,77284,150 000 to 199 999,4.7
1986,NA,WHITE,25,77284,200 000 and over,3.4
1985,15,WHITE,25,76576,under 15 000,10.5
1985,15,WHITE,25,76576,15 000 to 24 999,10
1985,15,WHITE,25,76576,25 000 to 34 999,9.8
1985,15,WHITE,25,76576,35 000 to 49 999,14.2
1985,15,WHITE,25,76576,50 000 to 74 999,20.3
1985,15,WHITE,25,76576,75 000 to 99 999,14.2
1985,15,WHITE,25,76576,100 000 to 149 999,13.8
1985,15,WHITE,25,76576,150 000 to 199 999,4.2
1985,15,WHITE,25,76576,200 000 and over,2.9
1984,16,WHITE,25,75328,under 15 000,10.5
1984,16,WHITE,25,75328,15 000 to 24 999,10.2
1984,16,WHITE,25,75328,25 000 to 34 999,9.9
1984,16,WHITE,25,75328,35 000 to 49 999,14.7
1984,16,WHITE,25,75328,50 000 to 74 999,20.4
1984,16,WHITE,25,75328,75 000 to 99 999,14.4
1984,16,WHITE,25,75328,100 000 to 149 999,13.3
1984,16,WHITE,25,75328,150 000 to 199 999,4
1984,16,WHITE,25,75328,200 000 and over,2.7
1983,NA,WHITE,25,74376,under 15 000,10.9
1983,NA,WHITE,25,74376,15 000 to 24 999,10.3
1983,NA,WHITE,25,74376,25 000 to 34 999,10.4
1983,NA,WHITE,25,74376,35 000 to 49 999,15
1983,NA,WHITE,25,74376,50 000 to 74 999,20.8
1983,NA,WHITE,25,74376,75 000 to 99 999,13.9
1983,NA,WHITE,25,74376,100 000 to 149 999,12.7
1983,NA,WHITE,25,74376,150 000 to 199 999,3.6
1983,NA,WHITE,25,74376,200 000 and over,2.4
1982,NA,WHITE,25,73182,under 15 000,11
1982,NA,WHITE,25,73182,15 000 to 24 999,10.2
1982,NA,WHITE,25,73182,25 000 to 34 999,10.5
1982,NA,WHITE,25,73182,35 000 to 49 999,14.7
1982,NA,WHITE,25,73182,50 000 to 74 999,21.3
1982,NA,WHITE,25,73182,75 000 to 99 999,14
1982,NA,WHITE,25,73182,100 000 to 149 999,12.5
1982,NA,WHITE,25,73182,150 000 to 199 999,3.6
1982,NA,WHITE,25,73182,200 000 and over,2.3
1981,NA,WHITE,25,72845,under 15 000,10.8
1981,NA,WHITE,25,72845,15 000 to 24 999,10.2
1981,NA,WHITE,25,72845,25 000 to 34 999,10.7
1981,NA,WHITE,25,72845,35 000 to 49 999,14.4
1981,NA,WHITE,25,72845,50 000 to 74 999,21.2
1981,NA,WHITE,25,72845,75 000 to 99 999,14.7
1981,NA,WHITE,25,72845,100 000 to 149 999,12.6
1981,NA,WHITE,25,72845,150 000 to 199 999,3.4
1981,NA,WHITE,25,72845,200 000 and over,2
1980,NA,WHITE,25,71872,under 15 000,10.6
1980,NA,WHITE,25,71872,15 000 to 24 999,10.1
1980,NA,WHITE,25,71872,25 000 to 34 999,10
1980,NA,WHITE,25,71872,35 000 to 49 999,14.6
1980,NA,WHITE,25,71872,50 000 to 74 999,21.8
1980,NA,WHITE,25,71872,75 000 to 99 999,14.7
1980,NA,WHITE,25,71872,100 000 to 149 999,12.7
1980,NA,WHITE,25,71872,150 000 to 199 999,3.5
1980,NA,WHITE,25,71872,200 000 and over,2
1979,17,WHITE,25,70766,under 15 000,10.4
1979,17,WHITE,25,70766,15 000 to 24 999,9.5
1979,17,WHITE,25,70766,25 000 to 34 999,9.9
1979,17,WHITE,25,70766,35 000 to 49 999,14.3
1979,17,WHITE,25,70766,50 000 to 74 999,21
1979,17,WHITE,25,70766,75 000 to 99 999,15.8
1979,17,WHITE,25,70766,100 000 to 149 999,13
1979,17,WHITE,25,70766,150 000 to 199 999,3.6
1979,17,WHITE,25,70766,200 000 and over,2.3
1978,NA,WHITE,25,68028,under 15 000,10.2
1978,NA,WHITE,25,68028,15 000 to 24 999,9.9
1978,NA,WHITE,25,68028,25 000 to 34 999,9.9
1978,NA,WHITE,25,68028,35 000 to 49 999,14.2
1978,NA,WHITE,25,68028,50 000 to 74 999,21.4
1978,NA,WHITE,25,68028,75 000 to 99 999,15.7
1978,NA,WHITE,25,68028,100 000 to 149 999,13
1978,NA,WHITE,25,68028,150 000 to 199 999,3.4
1978,NA,WHITE,25,68028,200 000 and over,2.2
1977,NA,WHITE,25,66934,under 15 000,10.5
1977,NA,WHITE,25,66934,15 000 to 24 999,10.5
1977,NA,WHITE,25,66934,25 000 to 34 999,10.2
1977,NA,WHITE,25,66934,35 000 to 49 999,14.1
1977,NA,WHITE,25,66934,50 000 to 74 999,21.9
1977,NA,WHITE,25,66934,75 000 to 99 999,15.5
1977,NA,WHITE,25,66934,100 000 to 149 999,12.3
